s_city_id,s_lon,s_lat,Colonne1,e_City,e_lat,e_lon,Column1
636,-8.371,31.107,505,Rabat,34.02236,-6.8340222,
637,-8.37,31.106,505,Rabat,34.02236,-6.8340222,
638,-8.37,31.107,505,Rabat,34.02236,-6.8340222,
639,-8.37,31.107,505,Rabat,34.02236,-6.8340222,
640,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
641,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
642,-8.369,31.108,505,Rabat,34.02236,-6.8340222,
643,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
644,-8.369,31.108,505,Rabat,34.02236,-6.8340222,
645,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
646,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
647,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
648,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
649,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
650,-8.368,31.11,505,Rabat,34.02236,-6.8340222,
651,-8.369,31.107,505,Rabat,34.02236,-6.8340222,
652,-8.369,31.108,505,Rabat,34.02236,-6.8340222,
653,-8.365,31.111,505,Rabat,34.02236,-6.8340222,
654,-8.362,31.111,505,Rabat,34.02236,-6.8340222,
655,-8.362,31.111,505,Rabat,34.02236,-6.8340222,
656,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
657,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
658,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
659,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
660,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
661,-8.36,31.111,505,Rabat,34.02236,-6.8340222,
662,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
663,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
664,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
665,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
666,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
667,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
668,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
669,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
670,-8.36,31.113,505,Rabat,34.02236,-6.8340222,
671,-8.359,31.112,505,Rabat,34.02236,-6.8340222,
672,-8.359,31.112,505,Rabat,34.02236,-6.8340222,
673,-8.359,31.112,505,Rabat,34.02236,-6.8340222,
674,-8.359,31.112,505,Rabat,34.02236,-6.8340222,
675,-8.359,31.108,505,Rabat,34.02236,-6.8340222,
676,-8.358,31.108,505,Rabat,34.02236,-6.8340222,
677,-8.359,31.108,505,Rabat,34.02236,-6.8340222,
678,-8.359,31.108,505,Rabat,34.02236,-6.8340222,
679,-8.359,31.108,505,Rabat,34.02236,-6.8340222,
680,-8.36,31.108,505,Rabat,34.02236,-6.8340222,
681,-8.36,31.108,505,Rabat,34.02236,-6.8340222,
682,-8.359,31.108,505,Rabat,34.02236,-6.8340222,
683,-8.36,31.108,505,Rabat,34.02236,-6.8340222,
684,-8.358,31.108,505,Rabat,34.02236,-6.8340222,
685,-8.359,31.108,505,Rabat,34.02236,-6.8340222,
686,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
687,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
688,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
689,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
690,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
691,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
692,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
693,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
694,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
695,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
696,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
697,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
698,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
699,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
700,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
701,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
702,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
703,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
704,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
705,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
706,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
707,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
708,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
709,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
710,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
711,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
712,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
713,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
714,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
715,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
716,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
717,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
718,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
719,-8.359,31.106,505,Rabat,34.02236,-6.8340222,
720,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
721,-8.359,31.107,505,Rabat,34.02236,-6.8340222,
722,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
723,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
724,-8.349,31.102,505,Rabat,34.02236,-6.8340222,
725,-8.347,31.102,505,Rabat,34.02236,-6.8340222,
726,-8.347,31.101,505,Rabat,34.02236,-6.8340222,
727,-8.348,31.101,505,Rabat,34.02236,-6.8340222,
728,-8.349,31.101,505,Rabat,34.02236,-6.8340222,
729,-8.349,31.099,505,Rabat,34.02236,-6.8340222,
730,-8.349,31.098,505,Rabat,34.02236,-6.8340222,
731,-8.349,31.098,505,Rabat,34.02236,-6.8340222,
732,-8.35,31.097,505,Rabat,34.02236,-6.8340222,
733,-8.349,31.097,505,Rabat,34.02236,-6.8340222,
734,-8.349,31.097,505,Rabat,34.02236,-6.8340222,
735,-8.348,31.097,505,Rabat,34.02236,-6.8340222,
736,-8.349,31.098,505,Rabat,34.02236,-6.8340222,
737,-8.344,31.174,505,Rabat,34.02236,-6.8340222,
738,-8.344,31.173,505,Rabat,34.02236,-6.8340222,
739,-8.343,31.174,505,Rabat,34.02236,-6.8340222,
740,-8.343,31.174,505,Rabat,34.02236,-6.8340222,
741,-8.352,31.167,505,Rabat,34.02236,-6.8340222,
742,-8.351,31.167,505,Rabat,34.02236,-6.8340222,
743,-8.349,31.166,505,Rabat,34.02236,-6.8340222,
744,-8.359,31.139,505,Rabat,34.02236,-6.8340222,
745,-8.359,31.139,505,Rabat,34.02236,-6.8340222,
746,-8.358,31.139,505,Rabat,34.02236,-6.8340222,
747,-8.358,31.139,505,Rabat,34.02236,-6.8340222,
748,-8.358,31.139,505,Rabat,34.02236,-6.8340222,
749,-8.358,31.139,505,Rabat,34.02236,-6.8340222,
750,-8.358,31.139,505,Rabat,34.02236,-6.8340222,
751,-8.358,31.139,505,Rabat,34.02236,-6.8340222,
752,-8.358,31.139,505,Rabat,34.02236,-6.8340222,
753,-8.379,31.15,505,Rabat,34.02236,-6.8340222,
754,-8.394,31.155,505,Rabat,34.02236,-6.8340222,
755,-8.392,31.155,505,Rabat,34.02236,-6.8340222,
756,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
757,-8.386,31.161,505,Rabat,34.02236,-6.8340222,
758,-8.385,31.161,505,Rabat,34.02236,-6.8340222,
759,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
760,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
761,-8.369,31.108,505,Rabat,34.02236,-6.8340222,
762,-8.348,31.097,505,Rabat,34.02236,-6.8340222,
763,-8.348,31.097,505,Rabat,34.02236,-6.8340222,
764,-8.384,31.156,505,Rabat,34.02236,-6.8340222,
765,-8.382,31.169,505,Rabat,34.02236,-6.8340222,
766,-8.382,31.169,505,Rabat,34.02236,-6.8340222,
767,-8.382,31.169,505,Rabat,34.02236,-6.8340222,
768,-8.383,31.169,505,Rabat,34.02236,-6.8340222,
769,-8.383,31.169,505,Rabat,34.02236,-6.8340222,
770,-8.382,31.184,505,Rabat,34.02236,-6.8340222,
771,-8.338,31.179,505,Rabat,34.02236,-6.8340222,
772,-8.341,31.182,505,Rabat,34.02236,-6.8340222,
773,-8.322,31.191,505,Rabat,34.02236,-6.8340222,
774,-8.331,31.161,505,Rabat,34.02236,-6.8340222,
775,-8.331,31.162,505,Rabat,34.02236,-6.8340222,
776,-8.331,31.162,505,Rabat,34.02236,-6.8340222,
777,-8.331,31.161,505,Rabat,34.02236,-6.8340222,
778,-8.329,31.162,505,Rabat,34.02236,-6.8340222,
779,-8.33,31.161,505,Rabat,34.02236,-6.8340222,
780,-8.33,31.161,505,Rabat,34.02236,-6.8340222,
781,-8.33,31.161,505,Rabat,34.02236,-6.8340222,
782,-8.33,31.163,505,Rabat,34.02236,-6.8340222,
783,-8.305,31.166,505,Rabat,34.02236,-6.8340222,
784,-8.305,31.166,505,Rabat,34.02236,-6.8340222,
785,-8.305,31.167,505,Rabat,34.02236,-6.8340222,
786,-8.305,31.166,505,Rabat,34.02236,-6.8340222,
787,-8.305,31.167,505,Rabat,34.02236,-6.8340222,
788,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
789,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
790,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
791,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
792,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
793,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
794,-8.386,31.161,505,Rabat,34.02236,-6.8340222,
795,-8.385,31.161,505,Rabat,34.02236,-6.8340222,
796,-8.385,31.161,505,Rabat,34.02236,-6.8340222,
797,-8.385,31.162,505,Rabat,34.02236,-6.8340222,
798,-8.385,31.162,505,Rabat,34.02236,-6.8340222,
799,-8.386,31.162,505,Rabat,34.02236,-6.8340222,
800,-8.386,31.162,505,Rabat,34.02236,-6.8340222,
801,-8.386,31.161,505,Rabat,34.02236,-6.8340222,
802,-8.386,31.161,505,Rabat,34.02236,-6.8340222,
803,-8.387,31.161,505,Rabat,34.02236,-6.8340222,
804,-8.386,31.162,505,Rabat,34.02236,-6.8340222,
805,-8.33,31.161,505,Rabat,34.02236,-6.8340222,
806,-8.33,31.162,505,Rabat,34.02236,-6.8340222,
807,-8.329,31.162,505,Rabat,34.02236,-6.8340222,
808,-8.342,31.177,505,Rabat,34.02236,-6.8340222,
809,-8.342,31.176,505,Rabat,34.02236,-6.8340222,
810,-8.344,31.169,505,Rabat,34.02236,-6.8340222,
811,-8.334,31.172,505,Rabat,34.02236,-6.8340222,
812,-8.323,31.105,505,Rabat,34.02236,-6.8340222,
813,-8.324,31.105,505,Rabat,34.02236,-6.8340222,
814,-8.323,31.106,505,Rabat,34.02236,-6.8340222,
815,-8.323,31.106,505,Rabat,34.02236,-6.8340222,
816,-8.323,31.106,505,Rabat,34.02236,-6.8340222,
817,-8.324,31.105,505,Rabat,34.02236,-6.8340222,
818,-8.323,31.104,505,Rabat,34.02236,-6.8340222,
819,-8.323,31.105,505,Rabat,34.02236,-6.8340222,
820,-8.323,31.104,505,Rabat,34.02236,-6.8340222,
821,-8.322,31.106,505,Rabat,34.02236,-6.8340222,
822,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
823,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
824,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
825,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
826,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
827,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
828,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
829,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
830,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
831,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
832,-8.32,31.107,505,Rabat,34.02236,-6.8340222,
833,-8.32,31.107,505,Rabat,34.02236,-6.8340222,
834,-8.32,31.107,505,Rabat,34.02236,-6.8340222,
835,-8.32,31.106,505,Rabat,34.02236,-6.8340222,
836,-8.32,31.107,505,Rabat,34.02236,-6.8340222,
837,-8.322,31.107,505,Rabat,34.02236,-6.8340222,
838,-8.322,31.107,505,Rabat,34.02236,-6.8340222,
839,-8.322,31.107,505,Rabat,34.02236,-6.8340222,
840,-8.322,31.107,505,Rabat,34.02236,-6.8340222,
841,-8.318,31.117,505,Rabat,34.02236,-6.8340222,
842,-8.318,31.118,505,Rabat,34.02236,-6.8340222,
843,-8.318,31.117,505,Rabat,34.02236,-6.8340222,
844,-8.318,31.117,505,Rabat,34.02236,-6.8340222,
845,-8.317,31.119,505,Rabat,34.02236,-6.8340222,
846,-8.315,31.135,505,Rabat,34.02236,-6.8340222,
847,-8.314,31.135,505,Rabat,34.02236,-6.8340222,
848,-8.314,31.136,505,Rabat,34.02236,-6.8340222,
849,-8.313,31.137,505,Rabat,34.02236,-6.8340222,
850,-8.313,31.137,505,Rabat,34.02236,-6.8340222,
851,-8.313,31.137,505,Rabat,34.02236,-6.8340222,
852,-8.313,31.137,505,Rabat,34.02236,-6.8340222,
853,-8.313,31.137,505,Rabat,34.02236,-6.8340222,
854,-8.313,31.137,505,Rabat,34.02236,-6.8340222,
855,-8.314,31.137,505,Rabat,34.02236,-6.8340222,
856,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
857,-8.312,31.138,505,Rabat,34.02236,-6.8340222,
858,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
859,-8.312,31.138,505,Rabat,34.02236,-6.8340222,
860,-8.312,31.138,505,Rabat,34.02236,-6.8340222,
861,-8.312,31.138,505,Rabat,34.02236,-6.8340222,
862,-8.313,31.139,505,Rabat,34.02236,-6.8340222,
863,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
864,-8.313,31.139,505,Rabat,34.02236,-6.8340222,
865,-8.313,31.139,505,Rabat,34.02236,-6.8340222,
866,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
867,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
868,-8.312,31.139,505,Rabat,34.02236,-6.8340222,
869,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
870,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
871,-8.314,31.138,505,Rabat,34.02236,-6.8340222,
872,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
873,-8.313,31.138,505,Rabat,34.02236,-6.8340222,
874,-8.312,31.14,505,Rabat,34.02236,-6.8340222,
875,-8.312,31.14,505,Rabat,34.02236,-6.8340222,
876,-8.312,31.14,505,Rabat,34.02236,-6.8340222,
877,-8.312,31.14,505,Rabat,34.02236,-6.8340222,
878,-8.313,31.14,505,Rabat,34.02236,-6.8340222,
879,-8.367,31.162,505,Rabat,34.02236,-6.8340222,
880,-8.366,31.162,505,Rabat,34.02236,-6.8340222,
881,-8.366,31.162,505,Rabat,34.02236,-6.8340222,
882,-8.366,31.162,505,Rabat,34.02236,-6.8340222,
883,-8.367,31.162,505,Rabat,34.02236,-6.8340222,
884,-8.366,31.163,505,Rabat,34.02236,-6.8340222,
885,-8.367,31.162,505,Rabat,34.02236,-6.8340222,
886,-8.367,31.162,505,Rabat,34.02236,-6.8340222,
887,-8.367,31.162,505,Rabat,34.02236,-6.8340222,
888,-8.367,31.162,505,Rabat,34.02236,-6.8340222,
889,-8.367,31.162,505,Rabat,34.02236,-6.8340222,
890,-8.367,31.162,505,Rabat,34.02236,-6.8340222,
891,-8.345,31.162,505,Rabat,34.02236,-6.8340222,
892,-8.345,31.162,505,Rabat,34.02236,-6.8340222,
893,-8.346,31.162,505,Rabat,34.02236,-6.8340222,
894,-8.387,31.129,505,Rabat,34.02236,-6.8340222,
895,-8.374,31.127,505,Rabat,34.02236,-6.8340222,
896,-8.394,31.128,505,Rabat,34.02236,-6.8340222,
897,-8.394,31.128,505,Rabat,34.02236,-6.8340222,
898,-8.393,31.128,505,Rabat,34.02236,-6.8340222,
899,-8.394,31.128,505,Rabat,34.02236,-6.8340222,
900,-8.34,31.148,505,Rabat,34.02236,-6.8340222,
901,-8.34,31.15,505,Rabat,34.02236,-6.8340222,
902,-8.34,31.15,505,Rabat,34.02236,-6.8340222,
903,-8.34,31.151,505,Rabat,34.02236,-6.8340222,
904,-8.337,31.151,505,Rabat,34.02236,-6.8340222,
905,-8.337,31.151,505,Rabat,34.02236,-6.8340222,
906,-8.343,31.157,505,Rabat,34.02236,-6.8340222,
907,-8.344,31.143,505,Rabat,34.02236,-6.8340222,
908,-8.344,31.143,505,Rabat,34.02236,-6.8340222,
909,-8.344,31.143,505,Rabat,34.02236,-6.8340222,
910,-8.344,31.143,505,Rabat,34.02236,-6.8340222,
911,-8.344,31.142,505,Rabat,34.02236,-6.8340222,
912,-8.344,31.142,505,Rabat,34.02236,-6.8340222,
913,-8.37,31.188,505,Rabat,34.02236,-6.8340222,
914,-8.37,31.188,505,Rabat,34.02236,-6.8340222,
915,-8.392,31.158,505,Rabat,34.02236,-6.8340222,
916,-8.392,31.158,505,Rabat,34.02236,-6.8340222,
917,-8.391,31.157,505,Rabat,34.02236,-6.8340222,
918,-8.391,31.152,505,Rabat,34.02236,-6.8340222,
919,-8.392,31.153,505,Rabat,34.02236,-6.8340222,
920,-8.392,31.154,505,Rabat,34.02236,-6.8340222,
921,-8.394,31.154,505,Rabat,34.02236,-6.8340222,
922,-8.393,31.154,505,Rabat,34.02236,-6.8340222,
923,-8.394,31.154,505,Rabat,34.02236,-6.8340222,
924,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
925,-8.393,31.156,505,Rabat,34.02236,-6.8340222,
926,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
927,-8.359,31.106,505,Rabat,34.02236,-6.8340222,
928,-8.359,31.108,505,Rabat,34.02236,-6.8340222,
929,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
930,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
931,-8.362,31.111,505,Rabat,34.02236,-6.8340222,
932,-8.369,31.108,505,Rabat,34.02236,-6.8340222,
933,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
934,-8.377,31.106,505,Rabat,34.02236,-6.8340222,
935,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
936,-8.322,31.106,505,Rabat,34.02236,-6.8340222,
937,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
938,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
939,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
940,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
941,-8.322,31.107,302,Casablanca,33.5945144,-7.6200284,
942,-8.322,31.107,302,Casablanca,33.5945144,-7.6200284,
943,-8.318,31.117,302,Casablanca,33.5945144,-7.6200284,
944,-8.318,31.117,302,Casablanca,33.5945144,-7.6200284,
945,-8.318,31.117,302,Casablanca,33.5945144,-7.6200284,
946,-8.318,31.12,302,Casablanca,33.5945144,-7.6200284,
947,-8.318,31.12,302,Casablanca,33.5945144,-7.6200284,
948,-8.317,31.12,302,Casablanca,33.5945144,-7.6200284,
949,-8.317,31.12,302,Casablanca,33.5945144,-7.6200284,
950,-8.36,31.108,505,Rabat,34.02236,-6.8340222,
951,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
952,-8.393,31.154,403,Fes,34.0346534,-5.0161926,
953,-8.393,31.154,403,Fes,34.0346534,-5.0161926,
954,-8.393,31.155,403,Fes,34.0346534,-5.0161926,
